expression	rel	p-value (log[10])
تَرسِيم حَدّ	attr	7.57495584299694
خُطبَة جُمعَة	attr	7.57495584299694
مَوعِد اِنتِهَاء	attr	7.5715886505755
تَبسِيط إِجرَاء	attr	7.55485382726952
اِستِئنَاف حِوَار	attr	7.5540090628283
مُستَشَار رَئِيس	attr	7.5505591401587
تَزَايُد عَدَد	attr	7.54842145308827
هَيئَة مَعُونَة	attr	7.54694127154011
بَاب مَنزِل	attr	7.5325025670373
مُحَاوَلَة اِغتِيَال	attr	7.51863108698106
تَحدِيد قِيمَة	attr	7.51714878195602
هُبُوط دُولَار	attr	7.51067559111054
شَبَكَة طَرِيقَة	attr	7.50817728678715
اِنسِحَاب قُوَّة	attr	7.50015991863283
وُقُوع اِنفِجَار	attr	7.48735295638814
نَصِيب فَرد	attr	7.48735295638691
اِستِعمَال عِبَارَة	attr	7.48418058424184
اِغتِيَال كَنَدِيّ	attr	7.48418058424184
تَدرِيس عِبرِيَّة	attr	7.48418058424184
تَكرَار خَطَأ	attr	7.48418058424184
رِبَاط رُكبَة	attr	7.48418058424184
سُؤَال مُحَقِّق	attr	7.48418058424184
فَضّ مُنَازَعَة	attr	7.48418058424184
شَطر شِبه	attr	7.48418058422841
غَايَة أَهَمِّيَّة	attr	7.48418058422841
وَضع إِسترَاتِيجِيَّة	attr	7.47605825541003
بَادِرَة أَزمَة	attr	7.46069026857178
حُكُومَة وَحدَة	attr	7.44749049683327
قِطَاع صُلب	attr	7.442458394854
إِجمَالِيّ أَصل	attr	7.43352572816003
تَحسِين مُنَاخ	attr	7.4150819454995
صِنَاعَة مَلبَس	attr	7.40700778894821
عُضوِيَّة اِتِّحَاد	attr	7.40503665977732
مِنطَقَة حَظر	attr	7.39556661145421
كُلّ رِحلَة	attr	7.39413148065136
تَنفِيذ مَرحَلَة	attr	7.37826773703235
اِسم مِصر	attr	7.37496071690756
اِتِّفَاقِيَّة تِجَارَة	attr	7.3599058265731
تَأسِيس جَمعِيَّة	attr	7.3534579097762
فِلَسطِينِيّ مَدِينَة	attr	7.34347707714021
إِنشَاء بُورصَة	attr	7.3425587633378
مَائِدَة رَمَضَان	attr	7.33100547480602
دَولَة مِنطَقَة	attr	7.31559677096614
اِستِضَافَة مَقَرّ	attr	7.30810446266884
جَوَاز سَفَر	attr	7.30810446266884
دَولَة قَطَر	attr	7.30185245925966
مَصدَر تَموِيل	attr	7.29916371614116
بَحث سَبِيل	attr	7.29092235088664
حَائِط مَبكَى	attr	7.26233183461626
صِيَاغَة مَفهُوم	attr	7.26233183461626
عِلم طَبَقَة	attr	7.26233183461626
لَائِحَة إِصلَاحِيّ	attr	7.26233183461626
نَوَاة تَيَّار	attr	7.26233183461206
إِلغَاء تَرخِيص	attr	7.25176141523488
زِيَادَة سِعر	attr	7.24583552131391
مَوعِد اِنتِخَاب	attr	7.24103835036597
قُوَّة طَارِئَة	attr	7.23340642928898
اِجتِمَاع لَجنَة	attr	7.21549236577266
مَدِينَة اَلفَلُّوجَة	attr	7.20438790255024
عَقد لِقَاء	attr	7.20307009277147
مَنزِل أَحَد	attr	7.19635101867097
سِيَاسَة حُكُومَة	attr	7.18870566237479
زِيَادَة صَادِر	attr	7.18850834987546
إِدَارَة كُرَة	attr	7.17980430115306
عُمر عِرَاق	attr	7.16879626899368
تَحقِيق مَكسَب	attr	7.16879626898518
ضَرُورَة تَضمِين	attr	7.13580659097783
رِحلَة طَائِرَة	attr	7.13409183595404
تَأسِيس حِزب	attr	7.11273751167361
فَتح بَاب	attr	7.10938349365029
مُدِير فُندُق	attr	7.10718577368957
غَرب خَلِيج	attr	7.09919901134385
حِزب رَفَاه	attr	7.08783745733487
اِعتِبَار ضَرِيح	attr	7.08624057555994
تَكثِيف وَتِيرَة	attr	7.08624057555994
حَامِلَة لَقَب	attr	7.08624057555994
دَرَجَة حَرَارَة	attr	7.08624057555994
عَين اِعتِبَار	attr	7.08624057555994
مَجَلَّة تُرَاث	attr	7.08624057555994
صَدَّام حُسَين	attr	7.08624057555637
مُحَاسَبَة سَعُودِيَّة	attr	7.08624057555637
مُكَبِّر صَوت	attr	7.08624057555637
هُدُوء عَاصِفَة	attr	7.08624057555637
رَئِيس اِتِّحَاد	attr	7.07575417745659
تَوطِين فِلَسطِينِيّ	attr	7.07215450840915
شَمَال صَعِيد	attr	7.07114513696569
عَدَد مَرِيض	attr	7.0606428083027
بَرنَامَج إِصلَاح	attr	7.03922601796071
صِنَاعَة سَيَّارَة	attr	7.03889808219546
وِزَارَة شَأن	attr	7.02206232692933
عَودَة سَفِير	attr	7.02056640452321
وَضع خُطَّة	attr	7.01592627102291
اِنتِهَاج سُلُوك	attr	7.00708960501047
ثُبُوت تَنَاوُل	attr	7.00708960501047
حُجرَة عَزل	attr	7.00708960501047
حَرَارَة طَقس	attr	7.00708960501047
سِيَاسَة تَحرِير	attr	7.00641781968739
لَاعِب مُنتَخَب	attr	7.00326040274215
مُعَدَّل اِدِّخَار	attr	6.99944373402639
مُفَاوَضَة سَلَام	attr	6.99257011670758
بَطَلَة عَالَم	attr	6.97639549671839
سِعر سَيَّارَة	attr	6.9761187581265
بَيع شَرِكَة	attr	6.96399438589385
مَطلَع أَيلُول	attr	6.9569995663452
تَجرِبَة اِنتِقَاء	attr	6.94011253988676
قَصد تَمكِين	attr	6.94011253988676
عَصر يَوم	attr	6.9396100586479
مَصنَع طَاقَة	attr	6.93439475360885
غُضُون فَترَة	attr	6.93279860153357
نَبَأ شَرق	attr	6.93184362703078
إِجرَاء تَقَاضِي	attr	6.93148925287204
جَمعِيَّة عَالِم	attr	6.90565535497674
اِحتِرَام حَقّ	attr	6.90565535496507
سِعر بِنزِين	attr	6.90564629807626
جُمهُورِيَّة شَمَال	attr	6.8964039703484
سِلَاح بَحرِيَّة	attr	6.89407229145909
لَيل جُمعَة	attr	6.87714458731259
إِصدَار شَهَادَة	attr	6.87196804484086
تَرَدِّي وَضع	attr	6.86690964276228
تَغيِير مُحَافِظ	attr	6.86597108778714
عَرض اِلتِهَاب	attr	6.86597108778714
عَودَة بَعثَة	attr	6.86597108778714
عَدَد حَالَة	attr	6.85736041636392
رَاتِب مَسؤُول	attr	6.85458804853279
عَائِد بِترُول	attr	6.85458804853279
جَنُوب صِين	attr	6.84321626059044
تَأسِيس شَرِكَة	attr	6.84285908446477
صَالِح مِصر	attr	6.83999599941212
فَترَة سَمَاح	attr	6.8385142704154
غَرب صِين	attr	6.83708746534026
اِستِئنَاف دِرَاسَة	attr	6.83591262041586
حُرمَة تَجَنُّس	attr	6.8151738032735
شَهَادَة إِيدَاع	attr	6.8151738032735
مَاء شُرب	attr	6.8151738032735
تَخَطِّي عَقَبَة	attr	6.81517380326984
تَذلِيل عَقَبَة	attr	6.81517380326984
صِمَام أَمَان	attr	6.81517380326984
أُنبُوب غَاز	attr	6.81504438407286
تَوقِيع اِتِّفَاق	attr	6.80828764667251
رَأس جُثَّة	attr	6.80676923632948
تَثبِيت اِستِقرَار	attr	6.78795975395493
حَالَة تَرَقُّب	attr	6.78550790890609
وَرَق تَرشِيح	attr	6.78525599392598
وَزِير صِحَّة	attr	6.78299546071445
صَرف دُولَار	attr	6.78123727519941
مُعَالَجَة مُشكِلَة	attr	6.75811581529031
حَلّ مَسأَلَة	attr	6.74184272773187
تَنفِيذ اِتِّفَاق	attr	6.74141104315481
مَركَز مَعلُومَة	attr	6.73763437351643
تَسوِيَة دَين	attr	6.72995593269629
تَنمِيَة صَادِر	attr	6.7276584023331
جَودَة مُنتَج	attr	6.72413566325364
دَولَة مُنَظَّمَة	attr	6.71637709006828
زِيَارَة بَاكِستَان	attr	6.70787949994837
فُرصَة نَفَاذ	attr	6.70787949994837
إِعَادَة تَوطِين	attr	6.70646756325933
تَاجِر جُملَة	attr	6.70608988576125
تَعلِيم بِنت	attr	6.70608988576125
كَتِيبَة شَهِيد	attr	6.70608988576125
تَدَاعِي صِدَام	attr	6.70602933384635
غِيَاب صِمَام	attr	6.70602933384635
تَلمِيع صُورَة	attr	6.70602933384477
مَنهَج تَعلِيم	attr	6.70602933384477
إِخلَاء غَوَّاصَة	attr	6.69886392104436
رَئِيس قِسم	attr	6.6909200853682
مُبَاشَرَة عَمَلِيَّة	attr	6.69043649260403
نِهَايَة آب	attr	6.69043649260014
إِقرَار قَانُون	attr	6.67416316959559
مُنتَخَب كُوَيت	attr	6.66444226612804
نَتِيجَة اِرتِفَاع	attr	6.63912121463329
اِنسِحَاب جَيش	attr	6.62565835925643
طَرد إِرهَابِيّ	attr	6.60917987396018
مِعيَار جَودَة	attr	6.60917987396018
طَاقَة مِصفَاة	attr	6.60917987395735
عَين رِضَا	attr	6.60917987395735
فَرضِيَّة اِصطِدَام	attr	6.60917987395735
نَادِي أَنقَرَة	attr	6.60917987395735
نَادِي دَرَجَة	attr	6.60917987395735
بَاب فِسق	attr	6.60911932084667
وَبَاء اِلتِهَاب	attr	6.60911932083671
مُعَدَّل دَولَرَة	attr	6.60242424290962
تَأجِيل إِعلَان	attr	6.59687675186987
سَبَب هُبُوب	attr	6.59668224110475
صَاحِبَة مَركَز	attr	6.58675427326488
تَسوِيَة مُشكِلَة	attr	6.58246751080324
اِبن شَعب	attr	6.58099632035612
عَدَد مُشتَرِك	attr	6.56803251034315
غِيَار سَيَّارَة	attr	6.55816026035948
شَرِكَة نَفط	attr	6.54546455847747
ضَرُورَة قِيَام	attr	6.53890712144985
اِنتِخَاب رَئِيس	attr	6.5339250148761
إِدَارَة رَئِيس	attr	6.5338802844278
شَأن قَضِيَّة	attr	6.52466362430926
تَنسِيق جَهد	attr	6.52441257247843
أَمِين سِرّ	attr	6.52196914513035
بَلَد شَام	attr	6.52196914513035
تَخفِيف قَبضَة	attr	6.52196914513035
أَجر عَمَالَة	attr	6.52196914511781
حِزب خَلَاص	attr	6.4871591129403
حِزب سَعَادَة	attr	6.4871591129403
دَعوَى تَبَرُّع	attr	6.48427141350272
مُقتَضَى رَغبَة	attr	6.48427141349349
حَلّ نِزَاع	attr	6.47928271685363
حَامِلَة طَائِرَة	attr	6.47597465811502
حِزب تَجَمُّع	attr	6.47509379141226
سِعر مِتر	attr	6.46377866688998
حَدِيث نَبِيّ	attr	6.46306697787486
تَرَاجُع سِعر	attr	6.4578056873714
تَقدِيم تَنَازُل	attr	6.44969689491013
عِيد أَضحَى	attr	6.44278789907371
بَيَان حُكُومَة	attr	6.43594828321214
تَبَادُل خِبرَة	attr	6.42144412531107
مَجَال تِكنُولُوجِيَا	attr	6.40966448243219
قِيَام دَولَة	attr	6.4025776547968
عَدَم تَمَكُّن	attr	6.39737319542642
حَرَكَة حَمَاس	attr	6.37391371934236
بَاخِرَة شَحن	attr	6.37023723192157
عَقَارِب سَاعَة	attr	6.37023723192157
ضَمَان عَدَم	attr	6.35062868705318
صِنَاعَة نَسِيج	attr	6.34444898815789
عَرَبَة سِكَّة	attr	6.3381433813832
مَظهَر اِحتِجَاج	attr	6.3381433813832
بُعد زَاوِيَة	attr	6.33814338138046
اِختِيَار مُنتَخَب	attr	6.33588903913249
سُوء اِستِخدَام	attr	6.33588903912651
قَانُون جِنسِيَّة	attr	6.3257445827599
مَنع وُصُول	attr	6.31587202506571
تَدرِيس لُغَة	attr	6.3082104327295
قَريَة بَيت	attr	6.3082104327295
كَسب صَوت	attr	6.3082104327295
صَوت نَاخِب	attr	6.30821043271963
إِعدَاد تَقرِير	attr	6.30785851340833
تَصدِير مُنتَج	attr	6.30497412247111
عَبد حَمِيد	attr	6.30329044230012
سَبَب حِصَار	attr	6.29928082967909
قِطَاع غَزل	attr	6.29683427815409
عَرض شِرَاء	attr	6.28867412876239
صُعُود يُورُو	attr	6.26246808029776
مُقَدِّمَة لَائِحَة	attr	6.26246808029776
سَلَامَة إِجرَاء	attr	6.25668776131668
تَنسِيق مَوقِف	attr	6.25437989626086
قَانُون مُكَافَحَة	attr	6.25218433686614
اِحتِيَاج سُوق	attr	6.24825826341663
مُنتَصَف لَيل	attr	6.24114253554791
مُصَدِّر مَلبَس	attr	6.24114253554212
إِمدَادَات طَاقَة	attr	6.23446255780994
شُعبَة صَيرَفِيّ	attr	6.22901405261292
مَطَار عَمَّان	attr	6.22901405261292
أَدَاء خِدمَة	attr	6.21292419010745
تَطبِيق قَانُون	attr	6.21131840483343
قِيمَة وَارِدَات	attr	6.19495384228327
حَوض نِيل	attr	6.18315058856443
سَعد دِين	attr	6.18315058856443
فَيَضَان نِيل	attr	6.18315058856443
مَسقَط رَأس	attr	6.18315058856443
حِسَاب مَصلَحَة	attr	6.18149815735329
تَحقِيق تَوَازُن	attr	6.17138852991762
تَفَاقُم وَضع	attr	6.16998532346003
تَأمِين اِحتِيَاج	attr	6.16471610966067
تَصوِير فِيلم	attr	6.16211267623287
سُؤَال إِذَاعَة	attr	6.16211267623287
جَرِيمَة سَرِقَة	attr	6.16211267622807
نِسبَة مُشَارَكَة	attr	6.15844702428442
اِستِخدَام بِطَاقَة	attr	6.15160414972393
نِصف سَاعَة	attr	6.1484543350875
مَجَال عَقَار	attr	6.13738364286292
جَرِيح اِنتِفَاضَة	attr	6.13211918078465
حَاضِرَة مُقَاطَعَة	attr	6.13211918078465
مِقلَاد أَمر	attr	6.13211918078465
إِطلَاق رَهِينَة	attr	6.12789917934908
نَقل رَهِينَة	attr	6.12789917934908
إِحدَى قَريَة	attr	6.11250180054625
إِدَارَة غُرفَة	attr	6.10241642291765
عَمَل بَنك	attr	6.09653698911214
تَعدِيل قَانُون	attr	6.09266590672642
شِرَاء وَحدَة	attr	6.08680648895892
خَصخَصَة قُطعَة	attr	6.08642223885148
كَنِيسَة قِدِّيس	attr	6.08642223885148
تَكثِيف غَارَة	attr	6.08642223885084
مِنطَقَة اِندِمَاج	attr	6.08564186488787
بَعض فَقرَة	attr	6.07920457718866
عُقب بُندُقِيَّة	attr	6.0776404038009
رَدَّة فِعل	attr	6.07764040379446
صَرف عُملَة	attr	6.07488017491138
اِنتِهَاء عَمَلِيَّة	attr	6.06858320831217
شَبَكَة إِنتِرنِت	attr	6.04498414677479
اِقتِرَاب مَوعِد	attr	6.04498414676865
وَسَط عَاصِمَة	attr	6.04498414676865
مَسأَلَة حُرِّيَّة	attr	6.03782568630244
اِحتِفَال عِيد	attr	6.03720421974304
رُؤيَة هِلَال	attr	6.03720421974304
اِلتِزَام حِذر	attr	6.03720421973328
رُبع دَخل	attr	6.03720421973328
نِقَابَة صُحُفِيّ	attr	6.03720421973328
نَجم عَالَم	attr	6.03719989562019
عَدَم تَدَخُّل	attr	6.0350578196366
نَفط خَلِيج	attr	6.03339990106022
تَحدِيد مَكَان	attr	6.03041849193112
اِنتِقَاء مُنتَخَب	attr	6.0293357242199
تَعدِيل مُسَمَّى	attr	6.02933572421626
مَبدَأ تَكَافُؤ	attr	6.02933572421626
شَبّ مِصر	attr	6.01482975518864
إِعلَان مَبدَأ	attr	6.00417482801333
اِتِّفَاق تَعَاوُن	attr	6.00416209380362
رَئِيس جِهَاز	attr	6.0032391862535
جَمع مَعلُومَة	attr	5.99733255822687
تَحقِيق تَنمِيَة	attr	5.99496773463639
سُوق مَال	attr	5.99386667170467
إِحيَاء عَمَلِيَّة	attr	5.99381935838831
شَكل جَرَس	attr	5.98357823367227
تَهمِيش دَور	attr	5.98357823365923
سِعر مَادَّة	attr	5.98158410086951
نِسبَة بِطَالَة	attr	5.97845284169868
تَعزِيز عَلَاقَة	attr	5.9728235815615
تَفجِير نَفس	attr	5.96581804296439
تَشغِيل خَطّ	attr	5.96253212512198
عُنصُر مُقَاوَمَة	attr	5.95797101622437
عَمَل لَجنَة	attr	5.95394246283979
صَاحِب مَركَز	attr	5.94394272233242
تَجرِبَة اِختِيَار	attr	5.94033962196287
شَنّ غَارَة	attr	5.94033962196287
إِلحَاق ضَرَر	attr	5.94033962195845
اِندِلَاع حَرِيق	attr	5.94033962195845
لُغَة عَدُوّ	attr	5.94033962195845
مَرَض سَرَطَان	attr	5.94011253989096
مَرَض كُليَة	attr	5.94011253989096
مَرَض كُولِيرَا	attr	5.94011253989096
وِزَارَة إِسكَان	attr	5.93303599938871
صَافِي رِبح	attr	5.92809003136047
اِعتِقَال نَاشِط	attr	5.92809003134862
اِستِخدَام قُوَّة	attr	5.92421504202259
تَدعِيم مُخَصَّص	attr	5.91039153687615
صَنع قُنبُلَة	attr	5.91039153687615
نِسَاء قِبطِيّ	attr	5.91039153687615
حَظر طَيَرَان	attr	5.90878984594771
سُوق جَنُوب	attr	5.90656574974635
حُصُول شَرِكَة	attr	5.90060134837086
تَوَاضُع حِصَّة	attr	5.89871985471991
شَرِيحَة مُجتَمَع	attr	5.89871985471991
دَفع فِديَة	attr	5.89871985471863
مُنَاسَبَة حُلُول	attr	5.89871985471863
نَشَاط جَمَاعَة	attr	5.89819176102886
تَضَارُب بَيَان	attr	5.89328251859952
تَصنِيع مُحَوِّل	attr	5.89328251858821
رِسَالَة اِستِغَاثَة	attr	5.89328251858821
اِتِّخَاذ خَطوَة	attr	5.88189789731137
تَحقِيق اِستِفَادَة	attr	5.8716543578429
يَد مَجمُوعَة	attr	5.87054767510642
كُلّ وَسِيلَة	attr	5.86179605714549
اِستِخدَام عَمَالَة	attr	5.85966019361192
قِيَادَة ثَورَة	attr	5.85921131343521
مُعَدَّل بِطَالَة	attr	5.85699721657122
اِرتِفَاع صَادِر	attr	5.85685125743033
تَصدِير غَاز	attr	5.85432301830092
ضَرُورَة اِتِّخَاذ	attr	5.83876713368193
حُصُول فِلَسطِينِيّ	attr	5.8377664897333
اِحتِجَاز سَفِينَة	attr	5.83121030030609
دَم مُسلِم	attr	5.83121030030609
زِمَام أَمر	attr	5.83121030030609
نَجل زَعِيم	attr	5.83121030030609
تَجَنُّب وُقُوع	attr	5.83121030030262
إِعَادَة بِنَاء	attr	5.82904252464322
عَاصِمَة سَلطَنَة	attr	5.82635087223254
فَترَة ثَمَانِينَات	attr	5.82142275255091
أَحَد مُستَشفَى	attr	5.81572506772065
رِئَاسَة رُكن	attr	5.81570919421554
تَورِيد رُخَام	attr	5.81544630532289
ظُهُور وَبَاء	attr	5.81544630532289
وِلَايَة دِلتَا	attr	5.81544630532289
نَقل خِبرَة	attr	5.80366533175024
دَولَة إِسرَائِيل	attr	5.79943802754098
عَدَم كَشف	attr	5.79768688603227
حِزب عَدَالَة	attr	5.79095169381561
اِتِّحَاد مُستَثمِر	attr	5.78801509892616
دَعم تَعَاوُن	attr	5.7862461852476
تَلبِيَة طَلَب	attr	5.7745039529732
هَامِش اِجتِمَاع	attr	5.7745039529732
إِجرَاء دِرَاسَة	attr	5.77153190834936
قَائِد بَحرِيَّة	attr	5.76905662278599
حَيّ شُجَاعِيَّة	attr	5.76432405957893
ظَرف رُؤيَة	attr	5.76432405957893
طَاقَة رِيح	attr	5.76432405957387
جِيل مُستَقبَل	attr	5.76421810931991
دَخل أُسرَة	attr	5.76421810931991
خَبِير مُتَفَجِّر	attr	5.7642181093193
خَسَارَة اِقتِصَاد	attr	5.76347590054932
مُمَارَسَة ضَغط	attr	5.76131120286756
إِجمَالِيّ عَدَد	attr	5.75634057354502
أَرض عِرَاق	attr	5.72993746983364
تَضَافُر جَهد	attr	5.71702471814623
مَركَز دِرَاسَة	attr	5.71398572970044
إِنجَاز مَلعَب	attr	5.70634725705676
شُعبَة مُستَورِد	attr	5.70634725705676
اِحتِلَال سِينَاء	attr	5.70624130667641
إِسقَاط طَائِرَة	attr	5.701026876377
بِدَايَة سَبعِينَات	attr	5.684840034778
سَدَاد دَين	attr	5.67182940981933
وَزِير طَاقَة	attr	5.67172299921144
إِزَالَة مُعَوِّق	attr	5.66493944525821
تَوسِيع نِطَاق	attr	5.65380580104403
حِمَايَة تَنَوُّع	attr	5.65380580104403
تَحلِيَة مَاء	attr	5.65380580103486
تَنقِيَة مَاء	attr	5.65380580103486
وَحدَة صَفّ	attr	5.6518987892504
عَدُوّ إِسلَام	attr	5.65189878924204
كَسر حَظر	attr	5.65189878924204
مُدِير مَركَز	attr	5.64531477094844
تَزَايُد مُعَدَّل	attr	5.64323465700366
حَادِث اِنهِيَار	attr	5.63944588266135
مَحكَمَة عَدل	attr	5.63944588266135
دَولَة جِوَار	attr	5.63335337116928
عِدَّة سَنَة	attr	5.6330571299507
تَقسِيم عِرَاق	attr	5.6299119278535
قُوَّة رِيح	attr	5.61338095509721
إِقَالَة مُحَافِظ	attr	5.60948266639973
اِندِلَاع اِنتِفَاضَة	attr	5.60948266639973
حُدُوث اِرتِطَام	attr	5.60076141219061
سَبَب خَلَل	attr	5.60074437948123
وُصُول مَاء	attr	5.59904270203753
حَرَم جَامِعَة	attr	5.5948788817221
تَعوِيض خَسَارَة	attr	5.59241906284343
رُكن نِظَام	attr	5.59232794919518
صَاحِب يَخت	attr	5.5884392931521
شَهر يُونِيُو	attr	5.57889334697859
هَيئَة اِستِثمَار	attr	5.56678462293087
اِرتِفَاع عَجز	attr	5.56226702395805
سُرعَة اِحتِلَال	attr	5.55719459484066
وُصُول وَفد	attr	5.55354075697973
طَلَب فَتح	attr	5.55160435145164
عِدَّة شَهر	attr	5.55067736896028
تَقدِيم مَوعِد	attr	5.53733234001728
مُمَارَسَة حَقّ	attr	5.53508505192313
تَحرِيك سِعر	attr	5.53062907371729
خَوض مُبَارَاة	attr	5.5303619742637
تَعَامُل أَجنَبِيّ	attr	5.53036197426172
عَجز مِيزَان	attr	5.53036197426172
بُورصَة مِصر	attr	5.5176015159851
تَعَامُل سُوق	attr	5.50863657608036
اِنتِهَاء مُدَّة	attr	5.50672953446061
إِلقَاء سِلَاح	attr	5.50672953445396
خِلَافَة مُوَاطِن	attr	5.50672953445396
تَحسِين وَضع	attr	5.50254420208365
حَفل اِفتِتَاح	attr	5.49340868455676
شَهَادَة مَديُونِيَّة	attr	5.4934086845518
اِنخِفَاض قِيمَة	attr	5.49170819223805
نَقل مِلَفّ	attr	5.48986512653594
تَوَافُق سِيَاسَة	attr	5.48781486888351
عِملَاق إِعلَام	attr	5.48781486888351
بَعض مُكَوِّن	attr	5.48018660222179
اِتِّفَاقِيَّة مِنطَقَة	attr	5.47426276347811
إِمدَادَات نَفط	attr	5.47342282345065
اِستِهدَاف مَوقِع	attr	5.46338493870591
تَمكِين مُحَامِي	attr	5.46338493870591
خَطَر إِصَابَة	attr	5.46338493870591
مَرَض ذَكَر	attr	5.46327898766924
حَدّ سَيف	attr	5.46299128516506
إِعَادَة اِنتِشَار	attr	5.46123964191881
هَيئَة رَقَابَة	attr	5.46019666721283
عَكس نَوع	attr	5.44324209291607
قِيَادَة حِزب	attr	5.44091710177599
عَقَبَة سُلطَة	attr	5.43885760544175
إِنشَاء شَبَكَة	attr	5.43841421358797
خِطَاب دَعوَة	attr	5.43351252361446
تَخصِيص شَرِكَة	attr	5.43350703817593
رِئَاسَة حُكُومَة	attr	5.42884576131854
صَادِر طَاقَة	attr	5.4225647167861
لَيلَة أَربِعَاء	attr	5.4219014500341
تَفعِيل شِقّ	attr	5.42190145002643
قَاعِدَة مَعلُومَة	attr	5.42165372552764
مُوَاصَلَة جَهد	attr	5.42097882725456
شَرق غَزَّة	attr	5.42097882725245
مَندُوب مُؤتَمَر	attr	5.41537650959223
مِلَفّ قَضِيَّة	attr	5.40924577146313
تَحرِير تِجَارَة	attr	5.40637072015406
صَوغ آلِيَّة	attr	5.4054232792332
مُفَاوِض إِطلَاق	attr	5.4054232792332
نِهَائِيّ سِبَاق	attr	5.40542327921916
أَجل تَحقِيق	attr	5.40254237378944
ضَرُورَة إِلغَاء	attr	5.39426837496278
وَزِير إِعلَام	attr	5.39413857187777
مَعهَد عِلم	attr	5.38433991576635
حِلف شَمَال	attr	5.38240805678156
سَدّ عَجز	attr	5.38240805678156
اِستِخدَام وَرَقَة	attr	5.37023723193349
أَمن إِسرَائِيل	attr	5.36753258318911
وَحدَة عِنَايَة	attr	5.35109590533932
تَخزِين بِضَاعَة	attr	5.35109590533799
طَبَقَة أَرض	attr	5.34851798222834
مَسَّاحَة أَرض	attr	5.34851798222834
فَترَة يَنَايِر	attr	5.34463464446038
مَحَطَّة ضَخّ	attr	5.34463464446038
إِدرَاج شَرِكَة	attr	5.34325471865613
هَيئَة قَنَاة	attr	5.32286504616969
نَقل بِضَاعَة	attr	5.31655980083827
حَالَة زَوَاج	attr	5.31493160154588
زَعِيم جَمَاعَة	attr	5.31199172104104
ذَات أَغلَبِيَّة	attr	5.30664408430619
سَبَب حَدَث	attr	5.30174462520894
تَقدِيم تَقرِير	attr	5.30008552489516
رَئِيس شَرِكَة	attr	5.29651203976449
نِظَام تَعدِين	attr	5.29545545291692
جَمع إِسرَائِيلِيّ	attr	5.28750560468809
رُخصَة شَبَكَة	attr	5.28750560468675
ضَاحِيَة مَدِينَة	attr	5.28644069821026
خِتَام اِجتِمَاع	attr	5.28176620803668
جَمعِيَّة جِيل	attr	5.27369066430291
صِيَانَة عَقَار	attr	5.27369066429541
مَسأَلَة وَقت	attr	5.27334622309167
اِنفِجَار قُنبُلَة	attr	5.26730223049419
عِيد اِستِقلَال	attr	5.26730223049419
حَقّ خُلع	attr	5.26669664002159
شَهر صِيَام	attr	5.26669664002159
شَهر فِبرَايِر	attr	5.26669664002159
صُعُوبَة سَيطَرَة	attr	5.25950715723659
صُندُوق اِستِثمَار	attr	5.25894880215225
ضَمَان اِستِثمَار	attr	5.25894880215225
جَذب مَزِيد	attr	5.25641638633115
إِعدَاد دِرَاسَة	attr	5.25424618513947
عَدَد بِطَاقَة	attr	5.25229130797725
رَمز جَمَاعَة	attr	5.25169928296247
مُستَشفَى يُونَان	attr	5.25169928294541
سَبَب اِرتِفَاع	attr	5.24657294015826
طَائِرَة اِستِطلَاع	attr	5.24173301069795
حُسن نِيَّة	attr	5.24173301069637
ضَابِط جِهَاز	attr	5.24028205895882
نَجَاح قِمَّة	attr	5.23583023019108
أَسِير حَرب	attr	5.22850614065874
غَضّ نَظَر	attr	5.22850614065874
مُخَالِفَة سَيَّارَة	attr	5.22850614065874
مَنع اِزدِوَاج	attr	5.22850614065423
نَائِب مُدِير	attr	5.21754457706318
تَغيِير مَوقِف	attr	5.2153303056243
كُلّ يَوم	attr	5.20952356168403
حُرِّيَّة حَرَكَة	attr	5.20792518668628
رُخصَة تَصنِيع	attr	5.20043113223141
غَرب سُودَان	attr	5.19915460936284
ضُعف طَاقَة	attr	5.19889728137929
رِسَالَة مُحَامَاة	attr	5.19481212963618
سُرعَة صَوت	attr	5.19481212963618
سَيَّارَة حِرَاسَة	attr	5.19481212963618
فَرض رَسم	attr	5.19324115945829
إِصلَاح خَلَل	attr	5.1837864931793
مُكَافَحَة مُخَدِّر	attr	5.18010096708008
سَاحِل بَحر	attr	5.17709344376531
طَاوِلَة مُفَاوَضَة	attr	5.17709344376531
مُرشِد أَخ	attr	5.17709344376531
رَاكِب طَائِرَة	attr	5.1741957459115
نَجَاح مُؤتَمَر	attr	5.1639370065846
ضَوء نَتِيجَة	attr	5.16268798537381
كِتَاب برُوتُوكُول	attr	5.16268798537381
جَذب مُدَّخِرَة	attr	5.16253668195369
كُرَة يَد	attr	5.16253668195369
مُعَدَّل وَفَاة	attr	5.15341903324898
تَكوِين إِطَار	attr	5.15046866683497
تَطوِير صِنَاعَة	attr	5.14298609584128
سِعر خَامَة	attr	5.14268380135246
بِنَاء مَسكَن	attr	5.13978831055731
نِسبَة مُدَخِّنَة	attr	5.13978831055731
جَمِيع مَرِيض	attr	5.13909142625472
مُمَارَسَة سِيَاسَة	attr	5.1369082200344
قَضِيَّة جَاسُوس	attr	5.12308261704477
مُوَافَقَة مَجلِس	attr	5.12218644151546
تَسجِيل نَفس	attr	5.12132559076349
قِلَّة خِبرَة	attr	5.12132559076349
حَاكِم كُوَيت	attr	5.12117428984505
